,basin_name,date,rig_count
848,Arkoma Woodford,2015-12-11,8
849,Arkoma Woodford,2015-12-18,8
850,Arkoma Woodford,2015-12-23,8
851,Arkoma Woodford,2015-12-31,8
852,Arkoma Woodford,2016-01-08,8
853,Arkoma Woodford,2016-01-15,8
854,Arkoma Woodford,2016-01-22,7
855,Arkoma Woodford,2016-01-29,7
856,Arkoma Woodford,2016-02-05,5
857,Arkoma Woodford,2016-02-12,5
858,Arkoma Woodford,2016-02-19,5
859,Arkoma Woodford,2016-02-26,4
860,Arkoma Woodford,2016-03-04,4
861,Arkoma Woodford,2016-03-11,4
862,Arkoma Woodford,2016-03-18,3
863,Arkoma Woodford,2016-03-24,3
864,Arkoma Woodford,2016-04-01,4
865,Arkoma Woodford,2016-04-08,4
866,Arkoma Woodford,2016-04-15,3
867,Arkoma Woodford,2016-04-22,3
868,Arkoma Woodford,2016-04-29,2
869,Arkoma Woodford,2016-05-06,2
870,Arkoma Woodford,2016-05-13,2
871,Arkoma Woodford,2016-05-20,2
872,Arkoma Woodford,2016-05-27,3
873,Arkoma Woodford,2016-06-03,3
874,Arkoma Woodford,2016-06-10,2
875,Arkoma Woodford,2016-06-17,2
876,Arkoma Woodford,2016-06-24,2
877,Arkoma Woodford,2016-07-01,2
878,Arkoma Woodford,2016-07-08,2
879,Arkoma Woodford,2016-07-15,2
880,Arkoma Woodford,2016-07-22,2
881,Arkoma Woodford,2016-07-29,2
882,Arkoma Woodford,2016-08-05,2
883,Arkoma Woodford,2016-08-12,2
884,Arkoma Woodford,2016-08-19,2
885,Arkoma Woodford,2016-08-26,2
886,Arkoma Woodford,2016-09-02,2
887,Arkoma Woodford,2016-09-09,2
888,Arkoma Woodford,2016-09-16,3
889,Arkoma Woodford,2016-09-23,3
890,Arkoma Woodford,2016-09-30,4
891,Arkoma Woodford,2016-10-07,4
892,Arkoma Woodford,2016-10-14,4
893,Arkoma Woodford,2016-10-21,4
894,Arkoma Woodford,2016-10-28,4
895,Arkoma Woodford,2016-11-04,5
