,basin_name,date,rig_count
435,Ardmore Woodford,2019-06-07,6
436,Ardmore Woodford,2019-06-14,6
437,Ardmore Woodford,2019-06-21,6
438,Ardmore Woodford,2019-06-28,6
439,Ardmore Woodford,2019-07-03,6
440,Ardmore Woodford,2019-07-12,6
441,Ardmore Woodford,2019-07-19,4
442,Ardmore Woodford,2019-07-26,5
443,Ardmore Woodford,2019-08-02,5
444,Ardmore Woodford,2019-08-09,5
445,Ardmore Woodford,2019-08-16,5
446,Ardmore Woodford,2019-08-23,4
447,Ardmore Woodford,2019-08-30,3
448,Ardmore Woodford,2019-09-06,3
449,Ardmore Woodford,2019-09-13,3
450,Ardmore Woodford,2019-09-20,2
451,Ardmore Woodford,2019-09-27,2
452,Ardmore Woodford,2019-10-04,2
453,Ardmore Woodford,2019-10-11,2
454,Ardmore Woodford,2019-10-18,2
455,Ardmore Woodford,2019-10-25,1
456,Ardmore Woodford,2019-11-01,1
457,Ardmore Woodford,2019-11-08,1
458,Ardmore Woodford,2019-11-15,0
459,Ardmore Woodford,2019-11-22,0
460,Ardmore Woodford,2019-11-27,0
461,Ardmore Woodford,2019-12-06,0
462,Ardmore Woodford,2019-12-13,0
463,Ardmore Woodford,2019-12-20,0
464,Ardmore Woodford,2019-12-27,0
465,Ardmore Woodford,2020-01-03,1
466,Ardmore Woodford,2020-01-10,2
467,Ardmore Woodford,2020-01-17,3
468,Ardmore Woodford,2020-01-24,3
469,Ardmore Woodford,2020-01-31,4
470,Ardmore Woodford,2020-02-07,5
471,Ardmore Woodford,2020-02-14,5
472,Ardmore Woodford,2020-02-21,5
473,Ardmore Woodford,2020-02-28,4
474,Ardmore Woodford,2020-03-06,4
475,Ardmore Woodford,2020-03-13,4
476,Ardmore Woodford,2020-03-20,4
477,Ardmore Woodford,2020-03-27,4
478,Ardmore Woodford,2020-04-03,4
479,Ardmore Woodford,2020-04-09,4
480,Ardmore Woodford,2020-04-17,4
481,Ardmore Woodford,2020-04-24,4
482,Ardmore Woodford,2020-05-01,4
483,Ardmore Woodford,2020-05-08,3
484,Ardmore Woodford,2020-05-15,2
485,Ardmore Woodford,2020-05-22,2
486,Ardmore Woodford,2020-05-29,2
487,Ardmore Woodford,2020-06-05,1
488,Ardmore Woodford,2020-06-12,1
489,Ardmore Woodford,2020-06-19,1
490,Ardmore Woodford,2020-06-26,1
491,Ardmore Woodford,2020-07-02,1
492,Ardmore Woodford,2020-07-10,1
493,Ardmore Woodford,2020-07-17,1
494,Ardmore Woodford,2020-07-24,1
495,Ardmore Woodford,2020-07-31,1
496,Ardmore Woodford,2020-08-07,1
497,Ardmore Woodford,2020-08-14,0
498,Ardmore Woodford,2020-08-21,0
499,Ardmore Woodford,2020-08-28,0
500,Ardmore Woodford,2020-09-04,0
501,Ardmore Woodford,2020-09-11,0
502,Ardmore Woodford,2020-09-18,0
503,Ardmore Woodford,2020-09-25,0
504,Ardmore Woodford,2020-10-02,0
505,Ardmore Woodford,2020-10-09,0
506,Ardmore Woodford,2020-10-16,0
507,Ardmore Woodford,2020-10-23,0
508,Ardmore Woodford,2020-10-30,0
509,Ardmore Woodford,2020-11-06,0
510,Ardmore Woodford,2020-11-13,0
511,Ardmore Woodford,2020-11-20,0
512,Ardmore Woodford,2020-11-25,0
513,Ardmore Woodford,2020-12-04,0
514,Ardmore Woodford,2020-12-11,0
515,Ardmore Woodford,2020-12-18,0
516,Ardmore Woodford,2020-12-23,0
517,Ardmore Woodford,2020-12-31,0
518,Ardmore Woodford,2021-01-08,0
519,Ardmore Woodford,2021-01-15,0
520,Ardmore Woodford,2021-01-22,0
521,Ardmore Woodford,2021-01-29,0
522,Ardmore Woodford,2021-02-05,0
523,Ardmore Woodford,2021-02-12,0
524,Ardmore Woodford,2021-02-19,0
525,Ardmore Woodford,2021-02-26,0
526,Ardmore Woodford,2021-03-05,0
527,Ardmore Woodford,2021-03-12,0
528,Ardmore Woodford,2021-03-19,0
529,Ardmore Woodford,2021-03-26,0
530,Ardmore Woodford,2021-04-01,0
531,Ardmore Woodford,2021-04-09,0
532,Ardmore Woodford,2021-04-16,0
533,Ardmore Woodford,2021-04-23,0
534,Ardmore Woodford,2021-04-30,0
535,Ardmore Woodford,2021-05-07,0
536,Ardmore Woodford,2021-05-14,0
537,Ardmore Woodford,2021-05-21,1
538,Ardmore Woodford,2021-05-28,1
539,Ardmore Woodford,2021-06-04,2
540,Ardmore Woodford,2021-06-11,2
541,Ardmore Woodford,2021-06-18,2
542,Ardmore Woodford,2021-06-25,1
543,Ardmore Woodford,2021-07-02,1
544,Ardmore Woodford,2021-07-09,1
545,Ardmore Woodford,2021-07-16,1
546,Ardmore Woodford,2021-07-23,2
547,Ardmore Woodford,2021-07-30,2
548,Ardmore Woodford,2021-08-06,3
549,Ardmore Woodford,2021-08-13,3
550,Ardmore Woodford,2021-08-20,3
551,Ardmore Woodford,2021-08-27,4
552,Ardmore Woodford,2021-09-03,4
553,Ardmore Woodford,2021-09-10,2
554,Ardmore Woodford,2021-09-17,2
555,Ardmore Woodford,2021-09-24,2
556,Ardmore Woodford,2021-10-01,2
557,Ardmore Woodford,2021-10-08,2
558,Ardmore Woodford,2021-10-15,2
559,Ardmore Woodford,2021-10-22,2
560,Ardmore Woodford,2021-10-29,2
561,Ardmore Woodford,2021-11-05,2
562,Ardmore Woodford,2021-11-12,0
563,Ardmore Woodford,2021-11-19,0
564,Ardmore Woodford,2021-11-24,0
565,Ardmore Woodford,2021-12-03,0
566,Ardmore Woodford,2021-12-10,0
567,Ardmore Woodford,2021-12-17,1
568,Ardmore Woodford,2021-12-23,1
569,Ardmore Woodford,2021-12-31,1
570,Ardmore Woodford,2022-01-07,1
571,Ardmore Woodford,2022-01-14,1
572,Ardmore Woodford,2022-01-21,1
573,Ardmore Woodford,2022-01-28,0
574,Ardmore Woodford,2022-02-04,0
575,Ardmore Woodford,2022-02-11,1
576,Ardmore Woodford,2022-02-18,1
577,Ardmore Woodford,2022-02-25,1
578,Ardmore Woodford,2022-03-04,0
579,Ardmore Woodford,2022-03-11,0
580,Ardmore Woodford,2022-03-18,1
581,Ardmore Woodford,2022-03-25,1
582,Ardmore Woodford,2022-04-01,1
583,Ardmore Woodford,2022-04-08,1
584,Ardmore Woodford,2022-04-14,1
585,Ardmore Woodford,2022-04-22,2
586,Ardmore Woodford,2022-04-29,2
587,Ardmore Woodford,2022-05-06,2
588,Ardmore Woodford,2022-05-13,1
589,Ardmore Woodford,2022-05-20,2
590,Ardmore Woodford,2022-05-27,2
591,Ardmore Woodford,2022-06-03,2
592,Ardmore Woodford,2022-06-10,2
593,Ardmore Woodford,2022-06-17,3
594,Ardmore Woodford,2022-06-24,3
